dataset,status,impl,positive_set_size,negative_set_size,number_of_queries,build_time_us,query_time_us,memory_bytes,total_output_len
73_training,OK,precomp,1708,1221,19155,226943,9448,29156496,56433
73_training,OK,sqrt,1708,1221,19155,44877,5192,11987268,56433
73_training,OK,naive,1708,1221,19155,1154,4087,582624,56432
73_training,OK,precomp,1708,1221,19155,222666,13115,29156496,56433
73_training,OK,sqrt,1708,1221,19155,51939,5343,11987268,56433
73_training,OK,naive,1708,1221,19155,1108,3807,582624,56432
73_training,OK,precomp,1708,1221,19155,206524,5843,29156496,56433
73_training,OK,sqrt,1708,1221,19155,93517,5936,11987268,56433
74_training,OK,naive,1179,1200,32853,661,4525,258944,105264
74_training,OK,precomp,1179,1200,32853,112113,5650,15393452,105264
74_training,OK,sqrt,1179,1200,32853,24936,3908,5591328,105273
74_training,OK,naive,1179,1200,32853,654,4462,258944,105264
74_training,OK,precomp,1179,1200,32853,107912,5689,15393452,105264
74_training,OK,sqrt,1179,1200,32853,20151,3874,5591328,105273
74_training,OK,naive,1179,1200,32853,675,5214,258944,105264
74_training,OK,precomp,1179,1200,32853,121493,5718,15393452,105264
74_training,OK,sqrt,1179,1200,32853,21213,4539,5591328,105273
74_training,OK,naive,1179,1200,32853,682,4492,258944,105264
74_training,OK,precomp,1179,1200,32853,101617,5713,15393452,105264
74_training,OK,sqrt,1179,1200,32853,20488,4189,5591328,105273
75_training,OK,naive,1460,1383,28435,929,4505,388416,108707
75_training,OK,precomp,1460,1383,28435,150326,6560,20154172,108540
75_training,OK,sqrt,1460,1383,28435,29763,4881,8021600,108566
75_training,OK,naive,1460,1383,28435,958,4573,388416,108707
75_training,OK,precomp,1460,1383,28435,151419,6141,20154172,108540
75_training,OK,sqrt,1460,1383,28435,30371,4835,8021600,108566
75_training,OK,naive,1460,1383,28435,952,5717,388416,108707
75_training,OK,precomp,1460,1383,28435,142330,6632,20154172,108540
75_training,OK,sqrt,1460,1383,28435,67231,9856,8021600,108566
75_training,OK,naive,1460,1383,28435,1111,5739,388416,108707
75_training,OK,precomp,1460,1383,28435,167110,6531,20154172,108540
75_training,OK,sqrt,1460,1383,28435,35995,6681,8021600,108566
76_training,OK,naive,359,630,35408,280,4167,115104,102100
76_training,OK,precomp,359,630,35408,15251,3626,3786060,102100
76_training,OK,sqrt,359,630,35408,8252,2654,2317776,102100
76_training,OK,naive,359,630,35408,236,3610,115104,102100
76_training,OK,precomp,359,630,35408,15004,3625,3786060,102100
76_training,OK,sqrt,359,630,35408,7902,2599,2317776,102100
76_training,OK,naive,359,630,35408,242,3626,115104,102100
76_training,OK,precomp,359,630,35408,15190,3531,3786060,102100
76_training,OK,sqrt,359,630,35408,7934,2622,2317776,102100
76_training,OK,naive,359,630,35408,246,3514,115104,102100
76_training,OK,precomp,359,630,35408,15541,3799,3786060,102100
76_training,OK,sqrt,359,630,35408,8311,2611,2317776,102100
77_training,OK,naive,691,647,24636,727,3793,258944,71462
77_training,OK,precomp,691,647,24636,33619,4128,7976076,71462
77_training,OK,sqrt,691,647,24636,18744,3973,5018128,71462
77_training,OK,naive,691,647,24636,880,3789,258944,71462
77_training,OK,precomp,691,647,24636,32949,3883,7976076,71462
77_training,OK,sqrt,691,647,24636,17710,3232,5018128,71462
77_training,OK,naive,691,647,24636,529,3287,258944,71462
77_training,OK,precomp,691,647,24636,33219,4122,7976076,71462
77_training,OK,sqrt,691,647,24636,17560,3248,5018128,71462
77_training,OK,naive,691,647,24636,776,5064,258944,71462
77_training,OK,precomp,691,647,24636,65160,6551,7976076,71462
77_training,OK,sqrt,691,647,24636,19415,3354,5018128,71462
78_training,OK,naive,836,679,27924,561,3450,258944,86279
78_training,OK,precomp,836,679,27924,96671,8469,9621860,86279
78_training,OK,sqrt,836,679,27924,23450,3540,5056744,86279
78_training,OK,naive,836,679,27924,565,3384,258944,86279
78_training,OK,precomp,836,679,27924,56582,4081,9621860,86279
78_training,OK,sqrt,836,679,27924,28207,4257,5056744,86279
78_training,OK,naive,836,679,27924,1565,9113,258944,86279
78_training,OK,precomp,836,679,27924,76667,4641,9621860,86279
78_training,OK,sqrt,836,679,27924,35005,4169,5056744,86279
78_training,OK,naive,836,679,27924,1349,10798,258944,86279
78_training,OK,precomp,836,679,27924,50028,4704,9621860,86279
78_training,OK,sqrt,836,679,27924,58313,7655,5056744,86279
79_training,OK,naive,766,767,28306,495,3711,258944,98433
79_training,OK,precomp,766,767,28306,80485,8859,9892848,98433
79_training,OK,sqrt,766,767,28306,19988,3601,5164244,98433
79_training,OK,naive,766,767,28306,817,5992,258944,98433
79_training,OK,precomp,766,767,28306,46387,4715,9892848,98433
79_training,OK,sqrt,766,767,28306,18735,3617,5164244,98433
79_training,OK,naive,766,767,28306,516,3650,258944,98433
79_training,OK,precomp,766,767,28306,44948,4945,9892848,98433
79_training,OK,sqrt,766,767,28306,18673,3693,5164244,98433
79_training,OK,naive,766,767,28306,549,3673,258944,98433
79_training,OK,precomp,766,767,28306,45465,4939,9892848,98433
79_training,OK,sqrt,766,767,28306,17919,3503,5164244,98433
80_training,OK,naive,681,653,21998,504,3566,258944,73462
80_training,OK,precomp,681,653,21998,37936,4382,7767300,73462
80_training,OK,sqrt,681,653,21998,28027,5549,4944152,73462
80_training,OK,naive,681,653,21998,636,4205,258944,73462
80_training,OK,precomp,681,653,21998,35537,4207,7767300,73462
80_training,OK,sqrt,681,653,21998,18691,3661,4944152,73462
80_training,OK,naive,681,653,21998,522,4022,258944,73462
80_training,OK,precomp,681,653,21998,33821,4188,7767300,73462
80_training,OK,sqrt,681,653,21998,17633,3438,4944152,73462
80_training,OK,naive,681,653,21998,482,3519,258944,73462
80_training,OK,precomp,681,653,21998,44396,6909,7767300,73462
80_training,OK,sqrt,681,653,21998,19109,3313,4944152,73462
81_training,OK,naive,8846,5601,25628,6992,14522,1966304,101823
81_training,OK,precomp,8846,5601,25628,4792892,14724,341577732,101695
81_training,OK,sqrt,8846,5601,25628,262171,15110,40531864,101701
81_training,OK,naive,8846,5601,25628,12428,36255,1966304,101823
81_training,OK,precomp,8846,5601,25628,4685789,16895,341577732,101695
81_training,OK,sqrt,8846,5601,25628,230860,11991,40531864,101701
81_training,OK,naive,8846,5601,25628,6759,15355,1966304,101823
81_training,OK,precomp,8846,5601,25628,4641542,22063,341577732,101695
81_training,OK,sqrt,8846,5601,25628,238405,13443,40531864,101701
81_training,OK,naive,8846,5601,25628,6258,14431,1966304,101823
81_training,OK,precomp,8846,5601,25628,4729015,17158,341577732,101695
81_training,OK,sqrt,8846,5601,25628,208236,13419,40531864,101701
82_training,OK,naive,9840,5810,27737,7081,12806,1966304,92379
82_training,OK,precomp,9840,5810,27737,4957298,14518,330754560,91775
82_training,OK,sqrt,9840,5810,27737,198870,13407,39083972,92144
82_training,OK,naive,9840,5810,27737,5767,13195,1966304,92379
82_training,OK,precomp,9840,5810,27737,4832750,15268,330754560,91775
82_training,OK,sqrt,9840,5810,27737,294843,13909,39083972,92144
82_training,OK,naive,9840,5810,27737,8646,22325,1966304,92379
82_training,OK,precomp,9840,5810,27737,4702454,15086,330754560,91775
82_training,OK,sqrt,9840,5810,27737,217905,13624,39083972,92144
82_training,OK,naive,9840,5810,27737,8390,17001,1966304,92379
82_training,OK,precomp,9840,5810,27737,4693258,16225,330754560,91775
82_training,OK,sqrt,9840,5810,27737,214633,11460,39083972,92144
83_training,OK,naive,9901,6027,27737,6534,19259,1966304,109196
83_training,OK,precomp,9901,6027,27737,5370782,17323,363886764,108669
83_training,OK,sqrt,9901,6027,27737,246752,13026,40609744,109234
83_training,OK,naive,9901,6027,27737,7637,28631,1966304,109196
83_training,OK,precomp,9901,6027,27737,4923525,14490,363886764,108669
83_training,OK,sqrt,9901,6027,27737,192062,13502,40609744,109234
83_training,OK,naive,9901,6027,27737,10123,13126,1966304,109196
83_training,OK,precomp,9901,6027,27737,4876755,15381,363886764,108669
83_training,OK,sqrt,9901,6027,27737,195335,12199,40609744,109234
83_training,OK,naive,9901,6027,27737,6625,13240,1966304,109196
83_training,OK,precomp,9901,6027,27737,4896903,14505,363886764,108669
83_training,OK,sqrt,9901,6027,27737,203773,15312,40609744,109234
84_training,OK,naive,3705,5619,25291,1884,7728,582624,84205
84_training,OK,precomp,3705,5619,25291,834158,7670,62230392,84428
84_training,OK,sqrt,3705,5619,25291,51266,6409,12782764,85039
84_training,OK,naive,3705,5619,25291,2424,14497,582624,84205
84_training,OK,precomp,3705,5619,25291,1023257,7856,62230392,84428
84_training,OK,sqrt,3705,5619,25291,57960,6825,12782764,85039
84_training,OK,naive,3705,5619,25291,1973,7973,582624,84205
84_training,OK,precomp,3705,5619,25291,890215,8089,62230392,84428
84_training,OK,sqrt,3705,5619,25291,68909,7207,12782764,85039
84_training,OK,naive,3705,5619,25291,4476,12817,582624,84205
84_training,OK,precomp,3705,5619,25291,955521,8496,62230392,84428
84_training,OK,sqrt,3705,5619,25291,58075,7033,12782764,85039
85_training,OK,naive,7249,5906,26288,4419,13062,1310880,100869
85_training,OK,precomp,7249,5906,26288,3077721,18566,203302192,100707
85_training,OK,sqrt,7249,5906,26288,144123,11773,27449284,101192
85_training,OK,naive,7249,5906,26288,5562,21755,1310880,100869
85_training,OK,precomp,7249,5906,26288,3044302,13910,203302192,100707
85_training,OK,sqrt,7249,5906,26288,153933,12428,27449284,101192
85_training,OK,naive,7249,5906,26288,4267,11790,1310880,100869
85_training,OK,precomp,7249,5906,26288,2925224,11812,203302192,100707
85_training,OK,sqrt,7249,5906,26288,121795,9770,27449284,101192
85_training,OK,naive,7249,5906,26288,3933,11232,1310880,100869
85_training,OK,precomp,7249,5906,26288,2854484,12775,203302192,100707
85_training,OK,sqrt,7249,5906,26288,125729,10584,27449284,101192
86_training,OK,naive,3480,2942,30387,2341,8491,873920,105944
86_training,OK,precomp,3480,2942,30387,899263,8543,84631644,105725
86_training,OK,sqrt,3480,2942,30387,74863,7274,17018784,105925
86_training,OK,naive,3480,2942,30387,2561,9501,873920,105944
86_training,OK,precomp,3480,2942,30387,1039545,15950,84631644,105725
86_training,OK,sqrt,3480,2942,30387,76603,9121,17018784,105925
86_training,OK,naive,3480,2942,30387,2359,9168,873920,105944
86_training,OK,precomp,3480,2942,30387,944999,9190,84631644,105725
86_training,OK,sqrt,3480,2942,30387,106677,7573,17018784,105925
86_training,OK,naive,3480,2942,30387,3825,18266,873920,105944
86_training,OK,precomp,3480,2942,30387,985421,9322,84631644,105725
86_training,OK,sqrt,3480,2942,30387,83757,7609,17018784,105925
87_training,OK,naive,3232,2982,38134,1835,10344,582624,138436
87_training,OK,precomp,3232,2982,38134,769389,9342,59728916,138234
87_training,OK,sqrt,3232,2982,38134,56965,8696,11847560,138801
87_training,OK,naive,3232,2982,38134,1832,10891,582624,138436
87_training,OK,precomp,3232,2982,38134,795275,10536,59728916,138234
87_training,OK,sqrt,3232,2982,38134,67270,8655,11847560,138801
87_training,OK,naive,3232,2982,38134,2952,11533,582624,138436
87_training,OK,precomp,3232,2982,38134,729887,9349,59728916,138234
87_training,OK,sqrt,3232,2982,38134,94757,8181,11847560,138801
87_training,OK,naive,3232,2982,38134,3590,14214,582624,138436
87_training,OK,precomp,3232,2982,38134,758291,9879,59728916,138234
87_training,OK,sqrt,3232,2982,38134,55627,8369,11847560,138801
88_training,OK,naive,3587,2774,23703,3421,9265,873920,68479
88_training,OK,precomp,3587,2774,23703,958287,9373,88647104,68500
88_training,OK,sqrt,3587,2774,23703,125772,8127,18971988,68486
88_training,OK,naive,3587,2774,23703,3699,8227,873920,68479
88_training,OK,precomp,3587,2774,23703,945436,10005,88647104,68500
88_training,OK,sqrt,3587,2774,23703,116136,8088,18971988,68486
88_training,OK,naive,3587,2774,23703,2998,9542,873920,68479
88_training,OK,precomp,3587,2774,23703,1039025,9881,88647104,68500
88_training,OK,sqrt,3587,2774,23703,94211,11056,18971988,68486
88_training,OK,naive,3587,2774,23703,3315,8806,873920,68479
88_training,OK,precomp,3587,2774,23703,952251,9027,88647104,68500
88_training,OK,sqrt,3587,2774,23703,135486,8213,18971988,68486
89_training,OK,naive,2999,2675,29255,1609,8526,582624,88813
89_training,OK,precomp,2999,2675,29255,607701,7959,49194712,88597
89_training,OK,sqrt,2999,2675,29255,77916,7435,11912588,88615
89_training,OK,naive,2999,2675,29255,2053,8642,582624,88813
89_training,OK,precomp,2999,2675,29255,539065,8304,49194712,88597
89_training,OK,sqrt,2999,2675,29255,50949,7238,11912588,88615
89_training,OK,naive,2999,2675,29255,1699,8725,582624,88813
89_training,OK,precomp,2999,2675,29255,529992,7722,49194712,88597
89_training,OK,sqrt,2999,2675,29255,55049,7849,11912588,88615
89_training,OK,naive,2999,2675,29255,1771,8716,582624,88813
89_training,OK,precomp,2999,2675,29255,586312,16674,49194712,88597
89_training,OK,sqrt,2999,2675,29255,109045,8067,11912588,88615
90_training,OK,naive,2820,2447,34005,4306,26381,582624,120828
90_training,OK,precomp,2820,2447,34005,680173,16367,50521376,120843
90_training,OK,sqrt,2820,2447,34005,61631,7597,11691972,120896
90_training,OK,naive,2820,2447,34005,2512,24122,582624,120828
90_training,OK,precomp,2820,2447,34005,596173,8434,50521376,120843
90_training,OK,sqrt,2820,2447,34005,94479,7516,11691972,120896
90_training,OK,naive,2820,2447,34005,4720,14702,582624,120828
90_training,OK,precomp,2820,2447,34005,534693,9430,50521376,120843
90_training,OK,sqrt,2820,2447,34005,53493,6664,11691972,120896
90_training,OK,naive,2820,2447,34005,1624,8840,582624,120828
90_training,OK,precomp,2820,2447,34005,521054,8854,50521376,120843
90_training,OK,sqrt,2820,2447,34005,52653,6801,11691972,120896
91_training,OK,naive,943,1214,39462,612,6056,172640,113321
91_training,OK,precomp,943,1214,39462,73806,11516,9154404,113321
91_training,OK,sqrt,943,1214,39462,16791,4173,3629416,113531
91_training,OK,naive,943,1214,39462,595,6023,172640,113321
91_training,OK,precomp,943,1214,39462,58565,5030,9154404,113321
91_training,OK,sqrt,943,1214,39462,14246,3986,3629416,113531
91_training,OK,naive,943,1214,39462,621,6117,172640,113321
91_training,OK,precomp,943,1214,39462,58173,5222,9154404,113321
91_training,OK,sqrt,943,1214,39462,20687,4264,3629416,113531
91_training,OK,naive,943,1214,39462,573,6138,172640,113321
91_training,OK,precomp,943,1214,39462,53074,4872,9154404,113321
91_training,OK,sqrt,943,1214,39462,14393,4407,3629416,113531
92_training,OK,naive,1649,1485,28044,2348,10412,388416,79204
92_training,OK,precomp,1649,1485,28044,212120,6773,26130952,79191
92_training,OK,sqrt,1649,1485,28044,36104,7584,8230220,79181
92_training,OK,naive,1649,1485,28044,1676,7528,388416,79204
92_training,OK,precomp,1649,1485,28044,207533,7315,26130952,79191
92_training,OK,sqrt,1649,1485,28044,35338,5685,8230220,79181
92_training,OK,naive,1649,1485,28044,1379,6509,388416,79204
92_training,OK,precomp,1649,1485,28044,204315,6381,26130952,79191
92_training,OK,sqrt,1649,1485,28044,63193,7582,8230220,79181
92_training,OK,naive,1649,1485,28044,3313,14297,388416,79204
92_training,OK,precomp,1649,1485,28044,199805,6821,26130952,79191
92_training,OK,sqrt,1649,1485,28044,32852,5512,8230220,79181
93_training,OK,naive,1587,1414,27747,1753,6831,388416,92119
93_training,OK,precomp,1587,1414,27747,215303,7070,25738628,92119
93_training,OK,sqrt,1587,1414,27747,36220,5757,8177400,92119
93_training,OK,naive,1587,1414,27747,1318,6264,388416,92119
93_training,OK,precomp,1587,1414,27747,299943,7515,25738628,92119
93_training,OK,sqrt,1587,1414,27747,67391,17871,8177400,92119
93_training,OK,naive,1587,1414,27747,2562,9504,388416,92119
93_training,OK,precomp,1587,1414,27747,207598,7566,25738628,92119
93_training,OK,sqrt,1587,1414,27747,35754,6011,8177400,92119
93_training,OK,naive,1587,1414,27747,1417,6759,388416,92119
93_training,OK,precomp,1587,1414,27747,233050,6231,25738628,92119
93_training,OK,sqrt,1587,1414,27747,45516,5583,8177400,92119
94_training,OK,naive,897,1230,37479,1624,12663,172640,93891
94_training,OK,precomp,897,1230,37479,44760,4028,8357004,93891
94_training,OK,sqrt,897,1230,37479,13970,3577,3560864,93969
94_training,OK,naive,897,1230,37479,612,5790,172640,93891
94_training,OK,precomp,897,1230,37479,51981,4333,8357004,93891
94_training,OK,sqrt,897,1230,37479,15271,3529,3560864,93969
94_training,OK,naive,897,1230,37479,1189,12477,172640,93891
94_training,OK,precomp,897,1230,37479,112712,10961,8357004,93891
94_training,OK,sqrt,897,1230,37479,13925,3607,3560864,93969
94_training,OK,naive,897,1230,37479,1191,12661,172640,93891
94_training,OK,precomp,897,1230,37479,65494,4266,8357004,93891
94_training,OK,sqrt,897,1230,37479,21262,5526,3560864,93969
95_training,OK,naive,1114,1320,33485,835,6473,258944,96302
95_training,OK,precomp,1114,1320,33485,118149,5009,14170488,96302
95_training,OK,sqrt,1114,1320,33485,21487,3852,5165628,96302
95_training,OK,naive,1114,1320,33485,895,8692,258944,96302
95_training,OK,precomp,1114,1320,33485,103690,5042,14170488,96302
95_training,OK,sqrt,1114,1320,33485,47457,5784,5165628,96302
95_training,OK,naive,1114,1320,33485,779,6005,258944,96302
95_training,OK,precomp,1114,1320,33485,119774,4757,14170488,96302
95_training,OK,sqrt,1114,1320,33485,24210,4263,5165628,96302
95_training,OK,naive,1114,1320,33485,823,6050,258944,96302
95_training,OK,precomp,1114,1320,33485,109747,4693,14170488,96302
95_training,OK,sqrt,1114,1320,33485,19895,3843,5165628,96302
96_training,OK,naive,492,601,28283,592,5835,115104,79759
96_training,OK,precomp,492,601,28283,36119,3878,5194520,79759
96_training,OK,sqrt,492,601,28283,10602,2972,2935196,79759
96_training,OK,naive,492,601,28283,462,4563,115104,79759
96_training,OK,precomp,492,601,28283,33183,10636,5194520,79759
96_training,OK,sqrt,492,601,28283,15316,3274,2935196,79759
96_training,OK,naive,492,601,28283,494,4542,115104,79759
96_training,OK,precomp,492,601,28283,39512,4565,5194520,79759
96_training,OK,sqrt,492,601,28283,23187,3773,2935196,79759
96_training,OK,naive,492,601,28283,1454,15242,115104,79759
96_training,OK,precomp,492,601,28283,24463,3628,5194520,79759
96_training,OK,sqrt,492,601,28283,10704,2929,2935196,79759
97_training,OK,naive,501,642,25077,555,4664,172640,75034
97_training,OK,precomp,501,642,25077,24297,3784,5830364,75034
97_training,OK,sqrt,501,642,25077,13273,3288,3446096,75034
97_training,OK,naive,501,642,25077,603,4673,172640,75034
97_training,OK,precomp,501,642,25077,24005,3848,5830364,75034
97_training,OK,sqrt,501,642,25077,13280,3866,3446096,75034
97_training,OK,naive,501,642,25077,1617,11335,172640,75034
97_training,OK,precomp,501,642,25077,35771,4042,5830364,75034
97_training,OK,sqrt,501,642,25077,12923,3295,3446096,75034
97_training,OK,naive,501,642,25077,579,4586,172640,75034
97_training,OK,precomp,501,642,25077,23177,3744,5830364,75034
97_training,OK,sqrt,501,642,25077,12640,3076,3446096,75034
98_training,OK,naive,359,484,30504,615,6123,115104,62818
98_training,OK,precomp,359,484,30504,25916,6965,3487436,62818
98_training,OK,sqrt,359,484,30504,13511,3671,2272320,62818
98_training,OK,naive,359,484,30504,458,5146,115104,62818
98_training,OK,precomp,359,484,30504,14806,3070,3487436,62818
98_training,OK,sqrt,359,484,30504,8200,2513,2272320,62818
98_training,OK,naive,359,484,30504,363,3674,115104,62818
98_training,OK,precomp,359,484,30504,13130,3177,3487436,62818
98_training,OK,sqrt,359,484,30504,8043,2530,2272320,62818
98_training,OK,naive,359,484,30504,350,3616,115104,62818
98_training,OK,precomp,359,484,30504,13216,3083,3487436,62818
98_training,OK,sqrt,359,484,30504,8112,2439,2272320,62818
99_training,OK,naive,604,620,33675,1148,4573,172640,71158
99_training,OK,precomp,604,620,33675,26848,4171,5926260,71158
99_training,OK,sqrt,604,620,33675,15822,3828,3368776,71158
99_training,OK,naive,604,620,33675,548,4521,172640,71158
99_training,OK,precomp,604,620,33675,25145,3885,5926260,71158
99_training,OK,sqrt,604,620,33675,13405,3336,3368776,71158
99_training,OK,naive,604,620,33675,544,4467,172640,71158
99_training,OK,precomp,604,620,33675,36354,4422,5926260,71158
99_training,OK,sqrt,604,620,33675,21648,3882,3368776,71158
99_training,OK,naive,604,620,33675,534,4546,172640,71158
99_training,OK,precomp,604,620,33675,25468,4077,5926260,71158
99_training,OK,sqrt,604,620,33675,13738,3337,3368776,71158
